,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
279,캐주얼,누구나 도전 가능,21.12.10,"5,341",3,코듀로이 소재가 돋보이는 숏 패딩과 데님 팬츠를 매치하고 스니커즈로 마무리한 캐주얼 룩,"#코듀로이,#레이어드룩,#스트라이프,#와이드핏,#그래픽,#레더,#스티치,#캠퍼스,#꾸안꾸,#겨울,#캐주얼,#웨이브유니온,#스파오,#아노블리어,#오알오알,#글로스턴,#오니츠카타이거,#플랙 우먼,#맨투맨/스웨트셔츠,#숏패딩/숏헤비 아우터,#셔츠/블라우스,#숄더백,#안경,#패션스니커즈화,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/10018/detail_10018_1_500.jpg?202401091201
280,캐주얼,청량함 가득!,21.05.18,"4,073",3,편안한 핏의 반팔 티셔츠와 배색 디테일이 유니크한 조거 팬츠를 코디하고 옐로 컬러 스니커즈로 포인트를 준 캐주얼 룩,"#봄,#캐주얼,#1993스튜디오,#리올그비,#리,#레이브,#컨버스,#트레이닝/조거 팬츠,#메신저/크로스 백,#크로스백,#버킷/사파리햇",https://image.msscdn.net/images/codimap/detail/3205/detail_3205_1_500.jpg?202401091201
281,댄디,탐나는 매치,22.02.24,"7,363",3,미니멀 무드의 니트와 데님 팬츠를 코디하고 트러커 재킷으로 완성한 댄디 룩,"#와이드핏,#워싱,#데이트,#레더,#남친룩,#봄,#댄디,#위더로드,#엘무드,#트릴리온,#폴스미스,#메이킷투,#구두,#반소매 티셔츠,#니트/스웨터,#트러커 재킷,#지갑/머니클립,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/12852/detail_12852_1_500.jpg?202401091201
282,캐주얼,캐주얼한 매력,21.12.24,"2,816",3,캐주얼 무드의 하프 집업과 데님 팬츠를 매치하고 무스탕으로 마무리한 캐주얼 룩,"#레더,#스티치,#스웨이드,#캠퍼스,#겨울,#캐주얼,#러프넥,#화이트프로젝트,#라티젠,#시티브리즈,#밀리언코르,#앨리스마샤,#부츠,#머플러,#무스탕/퍼,#숄더백",https://image.msscdn.net/images/codimap/detail/10550/detail_10550_1_500.jpg?202401091201
283,스트릿,힙 바이브,21.05.20,"1,310",3,반팔 티셔츠에 유니크한 패턴이 돋보이는 조거 팬츠를 매치하고 스니커즈로 마무리한 스트릿 룩,"#힙합,#오버핏,#유니크,#봄,#스트릿,#엘엠씨,#메신저/크로스 백,#기타 컬처,#캡/야구 모자,#트레이닝/조거 팬츠,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3211/detail_3211_1_500.jpg?202401091201
284,캐주얼,캐주얼 무드,22.02.15,"4,478",3,체크 패턴이 돋보이는 스웨트셔츠와 조거 팬츠를 코디하고 스니커즈로 완성한 캐주얼 룩,"#체크,#화사한,#편안한,#원마일웨어,#꾸안꾸,#캠퍼스,#오버핏,#뉴트럴톤,#컬러블록,#봄,#캐주얼,#얼모스트블루,#리복,#본챔스,#마가린핑거스,#우알롱,#에잇세컨즈,#머플러,#패션스니커즈화,#비니,#기타 상의,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/12487/detail_12487_1_500.jpg?202401091201
285,시크,시크함 가득,21.05.14,"1,023",3,"미니멀한 디자인의 오프숄더 티셔츠와 롱스커트를 매치하고 선글라스, 목걸이로 멋을 더한 시크 룩","#봄,#시크,#페이크미,#블러브,#레이어무드,#커렌트,#잠트,#애노드레브,#선글라스,#셔츠/블라우스,#목걸이/펜던트,#롱스커트,#부츠,#숄더백",https://image.msscdn.net/images/codimap/detail/3159/detail_3159_1_500.jpg?202401091201
286,아메카지,멋을 아는 룩,22.02.07,"1,624",3,페어 아일 패턴이 매력적인 스웨터와 코튼 팬츠를 코디하고 숄더백으로 멋을 더한 아메리칸 캐주얼 룩,"#뉴트럴톤,#핀턱,#레더,#남친룩,#데이트,#빈티지,#봄,#아메리칸 캐주얼,#네임드슈즈,#유나이티드뱀부,#와일드 브릭스,#아워스코프,#안데르센 안데르센,#레드맨션,#브룩스 브라더스,#구두,#모카신/보트 슈즈,#숄더백,#헌팅캡/베레모,#기타 아우터,#머플러,#코튼 팬츠,#니트/스웨터,#아메카지",https://image.msscdn.net/images/codimap/detail/12177/detail_12177_1_500.jpg?202401091201
287,걸리시,사랑스러워,22.01.20,"5,227",3,플라워 패턴이 돋보이는 베스트와 터틀넥을 레이어드하고 무톤 재킷으로 완성한 걸리시 룩,"#여친룩,#귀여운,#짧치,#레이어드룩,#플라워,#스웨이드,#오버핏,#뉴트럴톤,#겨울,#걸리시,#유니어패럴,#큐리티,#바잘,#블론드나인,#카렌화이트,#크랭크,#플레이스 스튜디오,#반소매 티셔츠,#긴소매 티셔츠,#샌들,#미니스커트,#헌팅캡/베레모,#부츠,#숄더백,#무스탕/퍼",https://image.msscdn.net/images/codimap/detail/11568/detail_11568_1_500.jpg?202401091201
288,캐주얼,편하게 즐겨,22.02.18,"11,598",3,로고가 돋보이는 후드 티셔츠와 트레이닝 팬츠를 연출하고 백팩으로 마무리한 캐주얼 룩,"#로고플레이,#레터링,#오버핏,#편안한,#원마일웨어,#꾸안꾸,#플리스,#캠퍼스,#봄,#캐주얼,#로우로우,#예일,#아디다스,#아카이브 볼드,#마하그리드,#에스피오나지,#백팩,#기타 컬처,#후드 티셔츠,#패션스니커즈화,#트레이닝/조거 팬츠,#비니,#플리스/뽀글이",https://image.msscdn.net/images/codimap/detail/12677/detail_12677_1_500.jpg?202401091201
289,캐주얼,간편한 셋업,21.05.20,912,3,체커보드 패턴의 셔츠와 숏 팬츠 셋업을 매치하고 스니커즈를 더해 마무리한 캐주얼 룩,"#체크,#편안한,#셋업코디,#봄,#캐주얼,#벤시몽,#배디,#브이브이브이,#키르시,#캔버스/단화,#민소매 티셔츠,#목걸이/펜던트,#숏 팬츠,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3222/detail_3222_1_500.jpg?202401091201
290,캐주얼,니트 포인트!,21.05.25,"1,585",3,유니크한 패턴이 돋보이는 베스트와 슬랙스를 코디하고 스니커즈로 포인트를 더한 캐주얼 룩,"#유니크,#모노톤,#로고플레이,#봄,#캐주얼,#문수권세컨,#세러데이일레븐,#언더톤즈,#플레이버리즘,#슈트 팬츠/슬랙스,#메신저/크로스 백,#셔츠/블라우스,#반소매 티셔츠,#베스트",https://image.msscdn.net/images/codimap/detail/3286/detail_3286_1_500.jpg?202401091201
291,캐주얼,한파 대비 룩,20.12.04,"1,898",3,"오버사이즈 핏의 숏 패딩과 패턴 후드 티셔츠, 데님 팬츠를 매치하고 겨울 액세서리로 마무리한 캐주얼 룩","#겨울,#캐주얼,#쏘로굿,#카이만,#비에스래빗,#부츠,#기타 스니커즈,#장갑,#데님 팬츠,#안경 소품,#트루퍼",https://image.msscdn.net/images/codimap/detail/895/detail_895_1_500.jpg?202401091201
292,비즈니스캐주얼,포멀 룩 가이드,20.12.04,"4,151",3,버건디 컬러의 코트와 슬랙스를 매치하고 머플러로 포인트 준 포멀 룩,"#겨울,#포멀,#무신사 스탠다드,#르꼬르도니에,#유니온 오브제,#겨울 싱글 코트,#디지털,#페도라,#반소매 티셔츠,#니트/스웨터,#샌들,#카디건,#기타 시계,#슈트 팬츠/슬랙스,#안경 소품,#토이,#부츠,#머플러,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/876/detail_876_1_500.jpg?202401091201
293,스트릿,디테일에 반해,22.05.12,"1,571",3,유니크한 그래픽이 돋보이는 반팔 티셔츠에 데님 팬츠와 볼캡을 더해 완성한 스트릿 룩,"#그래픽,#화사한,#파스텔,#유니크,#심볼,#자수,#컬러포인트,#봄,#스트릿,#돈애스크마이플랜,#윅,#아카이브 볼드,#엘엠씨,#에이지47,#메신저/크로스 백,#캡/야구 모자,#데님 팬츠,#반소매 티셔츠,#팔찌",https://image.msscdn.net/images/codimap/detail/15811/detail_15811_1_500.jpg?202401091201
294,비즈니스캐주얼,가을 남자,22.10.04,"4,480",3,깔끔한 무드의 트렌치코트와 슬랙스를 코디하고 브리프케이스로 완성한 포멀 룩,"#출근룩,#단정한,#레이어드룩,#모노톤,#환절기,#가을,#포멀,#인사일런스,#레테르코모,#트릴리온,#플랩에프,#포체,#넌블랭크,#비브이피,#환절기 코트,#디지털,#후드 티셔츠,#베스트,#셔츠/블라우스,#구두,#로퍼,#쿼츠 아날로그,#슈트 팬츠/슬랙스,#브리프케이스,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/19012/detail_19012_1_500.jpg?202401091201
295,댄디,데일리 댄디 룩,21.05.25,"3,554",3,네이비 컬러 반팔 셔츠에 코튼 팬츠를 더하고 스니커즈로 마무리한 댄디 룩,"#데이트,#미니멀,#봄,#댄디,#카시오,#아디다스,#로파이,#에잇세컨즈,#쿼츠 아날로그,#반려동물용품,#미니스커트,#패션스니커즈화,#셔츠/블라우스,#코튼 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3280/detail_3280_1_500.jpg?202401091201
296,스트릿,유니크하게,22.07.27,"1,938",3,그래픽이 매력적인 반소매 티셔츠와 데님 팬츠를 코디하고 크로스 백으로 연출한 스트릿 룩,"#그래픽,#워싱,#와이드핏,#체인,#유니크,#힙합,#여름,#스트릿,#돈애스크마이플랜,#바운트,#디앤에스알,#브라바도,#스컴버,#메신저/크로스 백,#팔찌,#데님 팬츠,#반소매 티셔츠,#구두",https://image.msscdn.net/images/codimap/detail/17864/detail_17864_1_500.jpg?202401091201
297,스트릿,원 마일 웨어에 빠져,20.10.27,"8,846",3,스포티한 매력의 조거 팬츠에 로고 후드 티셔츠를 매치한 후 브라운 비니로 포인트를 더한 스트릿 룩,"#가을,#스트릿,#칼하트,#제멋,#기프트오리지널,#비니,#셔츠/블라우스,#반소매 티셔츠,#트레이닝/조거 팬츠,#안경 소품,#후드 티셔츠",https://image.msscdn.net/images/codimap/detail/245/detail_245_1_500.jpg?202401091201
298,아메카지,벌룬 핏의 매력,22.10.12,"3,631",3,아웃 포켓 디테일이 매력적인 헌팅 재킷과 벌룬 핏 팬츠를 코디하고 스니커즈로 마무리한 아메리칸 캐주얼 룩,"#아메카지,#뉴트럴톤,#벌룬핏,#헨리넥,#가을,#아메리칸 캐주얼,#파이살론,#리프로덕션 오브 파운드,#아날로그무드,#유앤엘씨,#사운즈라이프,#유니폼브릿지,#선글라스,#캔버스/단화,#메신저/크로스 백,#긴소매 티셔츠,#기타 바지,#사파리/헌팅 재킷",https://image.msscdn.net/images/codimap/detail/19163/detail_19163_1_500.jpg?202401091201
299,스트릿,타이다이 코디,21.05.26,"1,428",3,타이다이 패턴이 돋보이는 반팔 티셔츠에 스트링 팬츠를 코디하고 크로스 백으로 완성한 스트릿 룩,"#타이다이,#유니크,#봄,#스트릿,#논논,#살로몬,#디퍼런트이즈.오케이,#킹아카이브,#라이프워크,#팔찌,#패션스니커즈화,#메신저/크로스 백,#기타 컬처,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/3299/detail_3299_1_500.jpg?202401091201
